Reported Issue #,Workorder #,Current Status,Open Date-Time,Resolved Date,Days Open,Report Source,Issue Type,Issue Sub-Type,Department Work Group,Incident Address,Latitude,Longitude,Lat-Long,Additional Questions,Last Updated
886968,,resolved,01/01/2022 04:51:00 PM,02/16/2022 12:00:00 AM,45.3,WEB RAI,Snow,Snow Concern,PW Snow,,,,,"{""Type of Concern"":""Other Concern"",""Is there a specific location?"":""The entire neighborhood""}",02/16/2022 06:50:14 PM
679601,,resolved,06/29/2021 08:13:00 AM,06/30/2021 12:00:00 AM,0,Phone Answered,Administration or Questions,Submit a Claim to Law,311 Research,,,,,"{What is the claim for?"":""Property damage""|""Where did the injury or damage occur (location and address or intersection)?"":""4400 Indiana Ave| KCMO 64130""|""Is this for an individual or a business?"":""Individual""|""Contact name"":""Aaron Ward""|""Contact mailing address and phone number"":""Mailing address: 4400 Indiana Ave| KCMO 64130 - Phone# 816-728-3875""|""When did the injury or damage occur?"":""06-26-2021""|""If claim is for vehicle damage| please list make| model| and year"":""""|""Have you had any communication with anyone from the City about the damage?"":""Yes""|""If yes| what is the name of the department| division| or staff person?"":""311\/Forestry for tree removal""|""Did you file a police report?"":""No""|""If yes| what is the report number?"":""""}""",05/05/2023 08:42:09 AM
1179382,,resolved,08/29/2022 07:06:00 AM,10/05/2022 12:00:00 AM,36,Phone Answered,Administration or Questions,Submit a Claim to Law,311 Research,,,,,"{What is the claim for?"":""Vehicle damage""|""Where did the injury or damage occur (location and address or intersection)?"":""5711 E 23RD ST""|""Is this for an individual or a business?"":""INDIVIDIUAL""|""Contact name"":""JORDAN BROWINING""|""Contact mailing address and phone number"":""2817 STARK AVE - KCMO -64129 - 816-686-9261""|""When did the injury or damage occur?"":""08-29-2022""|""If claim is for vehicle damage| please list make| model| and year"":""2013 FORD FUSION""|""If yes| what is the name of the department| division| or staff person?"":""""|""If yes| what is the report number?"":""""}""",05/05/2023 08:42:10 AM
1179279,,resolved,08/28/2022 10:01:00 PM,09/07/2022 12:00:00 AM,9,iOS,311 Request Update,,311 Research,,,,,"[{caption"":""What is your request number?""|""type"":3|""sort_order"":1|""enterdValue"":""1179228""}|{""caption"":""If you do not have your request number| please provide us the location reported.""|""type"":3|""sort_order"":2|""enterdValue"":""""}|{""caption"":""How would you like us to contact you?""|""type"":4|""sort_order"":3|""enterdValue"":""Email""}|{""caption"":""Please provide us the contact information for your preferred method.""|""type"":3|""sort_order"":4|""enterdValue"":""Jim.frentrop@gmail.com""}]""",05/05/2023 08:42:10 AM
1179275,,resolved,08/28/2022 09:52:00 PM,09/07/2022 12:00:00 AM,9,WEB RAI,311 Request Update,,311 Research,,,,,"{What is your request number?"":""1161334""|""If you do not have your request number| please provide us the location reported."":""""|""How would you like us to contact you?"":""Email""|""Please provide us the contact information for your preferred method."":""Camrinbuchholz@gmail.com""}""",05/05/2023 08:42:10 AM
812881,,resolved,10/15/2021 02:27:00 PM,02/04/2022 12:00:00 AM,111.4,Phone Answered,Administration or Questions,Mayors Office,311 Research,,,,,,02/04/2022 03:42:41 PM
906826,,resolved,01/19/2022 02:19:00 PM,01/25/2022 12:00:00 AM,6,Phone Answered,Food Safety,Other,Health Food Safety,,,,,"{""Location Description, including address if applicable"":""4800 Main Street"",""When did you visit?"":""01-19-2022 02:28 PM""}",01/25/2022 03:19:05 PM
938427,,resolved,02/18/2022 02:57:00 PM,04/21/2022 12:00:00 AM,62,Phone Answered,Snow,Snow Concern,PW Snow,,,,,"{""Type of Concern"":""Feedback"",""Is there a specific location?"":""613 NW 109th Ter""}",04/21/2022 12:53:01 PM
990528,,resolved,04/05/2022 10:35:00 AM,04/07/2022 12:00:00 AM,1,Phone Answered,Administration or Questions,Submit a Claim to Law,311 Research,,,,,,05/05/2023 08:41:14 AM
1178818,,resolved,08/28/2022 02:04:00 AM,09/28/2022 12:00:00 AM,30,iOS,311 Request Update,,311 Research,,,,,"[{caption"":""What is your request number?""|""type"":3|""sort_order"":1|""enterdValue"":""1156276""}|{""caption"":""If you do not have your request number| please provide us the location reported.""|""type"":3|""sort_order"":2|""enterdValue"":""3826 E 11th St""}|{""caption"":""How would you like us to contact you?""|""type"":4|""sort_order"":3|""enterdValue"":""Email""}|{""caption"":""Please provide us the contact information for your preferred method.""|""type"":3|""sort_order"":4|""enterdValue"":""kcmo.org@smuckola.org""}]""",05/05/2023 08:42:10 AM
921186,,new,02/02/2022 01:43:00 PM,,25.41,Phone Answered,Snow,Snow Concern,PW Snow,,,,,"{""Type of Concern"":""Other Concern"",""Is there a specific location?"":""4100 E 19th St""}",02/02/2022 08:05:23 PM
902820,,resolved,01/15/2022 10:36:00 AM,02/16/2022 12:00:00 AM,31.56,Android,Snow,Snow Concern,PW Snow,,,,,"{""Type of Concern"":""General Question,Other Concern"",""Is there a specific location?"":""10011 N. Oakland Ave. 64157""}",02/16/2022 06:50:14 PM
892726,,resolved,01/06/2022 01:13:00 PM,01/10/2022 12:00:00 AM,4,Phone Answered,Administration or Questions,KC Water,311 Research,,,,,"{""Type"":""Concern"",""Please provide location information if needed for this report"":""11258 Bales Ave""}",01/10/2022 02:20:34 PM
902019,,resolved,01/14/2022 10:36:00 AM,01/19/2022 12:00:00 AM,5,Phone Answered,Municipal Court,Questions or Other,Municipal Court,,,,,"{""Ticket numbers, if they know"":""200218874 - Payment Contract Status""}",01/19/2022 07:07:53 PM
880564,,resolved,12/23/2021 12:25:00 PM,12/23/2021 12:00:00 AM,0,Phone Answered,Administration or Questions,KC Water,311 Research,,,,,,12/23/2021 09:22:16 PM
786501,,resolved,09/22/2021 12:37:00 PM,01/31/2022 12:00:00 AM,131,Phone Answered,Administration or Questions,Mayors Office,311 Research,,,,,,01/31/2022 02:42:41 PM
1177737,,resolved,08/26/2022 02:03:00 PM,10/05/2022 12:00:00 AM,39,Phone Answered,Administration or Questions,Submit a Claim to Law,311 Research,,,,,"{What is the claim for?"":""Property damage""|""Where did the injury or damage occur (location and address or intersection)?"":""5608 Oak St Kansas City MO 64113""|""Is this for an individual or a business?"":""individual""|""Contact name"":""Philp Lawrence""|""Contact mailing address and phone number"":""5608 Oak St Kansas City MO 64113 816-261-2658""|""When did the injury or damage occur?"":""08-24-2022""|""If claim is for vehicle damage| please list make| model| and year"":""""|""If yes| what is the name of the department| division| or staff person?"":""""|""If yes| what is the report number?"":""""}""",05/05/2023 08:42:10 AM
1177715,,resolved,08/26/2022 12:42:00 PM,09/02/2022 12:00:00 AM,6,Phone Answered,Administration or Questions,Submit a Claim to Law,311 Research,,,,,"{What is the claim for?"":""Property damage""|""Where did the injury or damage occur (location and address or intersection)?"":""6204 Swope Pkwy""|""Is this for an individual or a business?"":""individual""|""Contact name"":""Edward Shaffer""|""Contact mailing address and phone number"":""816-590-9529""|""When did the injury or damage occur?"":""08-08-2022""|""If claim is for vehicle damage| please list make| model| and year"":""""|""If yes| what is the name of the department| division| or staff person?"":""""|""If yes| what is the report number?"":""""}""",05/05/2023 08:42:10 AM
921925,,resolved,02/03/2022 10:23:00 AM,02/03/2022 12:00:00 AM,0,Android,Snow,Snow Concern,PW Snow,,,,,"[{""caption"":""Type of Concern"",""type"":4,""sort_order"":1,""enterdValue"":""Feedback""},{""caption"":""Is there a specific location?"",""type"":3,""sort_order"":2,""enterdValue"":""""}]",02/03/2022 08:48:37 PM
1177312,,resolved,08/26/2022 10:28:00 AM,10/05/2022 12:00:00 AM,39,CMS RAI,Administration or Questions,Submit a Claim to Law,311 Research,,,,,"{What is the claim for?"":""Injury""|""Where did the injury or damage occur (location and address or intersection)?"":""1401 E 72nd St""|""Is this for an individual or a business?"":""individual""|""Contact name"":""Donna Rague""|""Contact mailing address and phone number"":""1401 E 72nd St Kansas City MO 64131 8162041992""|""When did the injury or damage occur?"":""08-25-2022""|""If claim is for vehicle damage| please list make| model| and year"":""""|""If yes| what is the name of the department| division| or staff person?"":""""|""If yes| what is the report number?"":""""}""",05/05/2023 08:42:10 AM
785344,,new,09/21/2021 03:04:00 PM,,12,Phone Answered,Administration or Questions,How's My Driving,311 Research,,,,,"{""In order to complete an investigation,  please provide license plate number"":""1014"",""Vehicle Description"":""White Van"",""Location"":""Between Truman Rd and Paseo"",""Date and time of incident"":""09-21-2021 03:06 PM""}",09/21/2021 08:16:20 PM
892697,,resolved,01/06/2022 01:07:00 PM,02/16/2022 12:00:00 AM,40.45,Phone Answered,Snow,Snow Concern,PW Snow,,,,,"{""Type of Concern"":""Other Concern"",""Is there a specific location?"":""1505 NE 85th Ter""}",02/16/2022 06:50:14 PM
787688,,resolved,09/23/2021 09:24:00 AM,02/02/2022 12:00:00 AM,132,Phone Answered,Administration or Questions,Mayors Office,311 Research,,,,,,02/02/2022 07:09:18 PM
937681,,resolved,02/17/2022 06:19:00 PM,02/18/2022 12:00:00 AM,0.24,Phone Answered,Snow,Snow Concern,PW Snow,,,,,"{""Type of Concern"":""Other Concern"",""Is there a specific location?"":""8818 highland Ave""}",02/18/2022 07:10:13 PM
891796,,resolved,01/05/2022 05:31:00 PM,02/16/2022 12:00:00 AM,41.27,Android,Snow,Snow Concern,PW Snow,,,,,"{""Type of Concern"":""General Question"",""Is there a specific location?"":""Staley Farms Subdivision""}",02/16/2022 06:50:14 PM
988770,,resolved,04/04/2022 10:17:00 AM,04/07/2022 12:00:00 AM,3,Phone Answered,Water Service,Account or Billing Questions,Water Services Department,,,,,,04/07/2022 04:24:19 PM
921893,,resolved,02/03/2022 09:20:00 AM,02/04/2022 12:00:00 AM,0.61,Phone Answered,Snow,Snow Concern,PW Snow,,,,,"{""Type of Concern"":""Other Concern"",""Is there a specific location?"":""Skyview & 123rd Terrace""}",02/04/2022 08:50:12 PM
927487,,resolved,02/09/2022 08:09:00 AM,02/10/2022 12:00:00 AM,0.66,Android,311 Request Update,,311 Research,,,,,"[{""caption"":""What is your request number?"",""type"":3,""sort_order"":1,""enterdValue"":""13431405""},{""caption"":""If you do not have your request number, please provide us the location reported."",""type"":3,""sort_order"":2,""enterdValue"":""""},{""caption"":""How would you like us to contact you?"",""type"":4,""sort_order"":3,""enterdValue"":""Email""},{""caption"":""Please provide us the contact information for your preferred method."",""type"":3,""sort_order"":4,""enterdValue"":""tra2women@yahoo.com ""}]",02/10/2022 06:56:51 PM
897839,,resolved,01/11/2022 09:52:00 AM,03/23/2022 12:00:00 AM,71,Phone Answered,Administration or Questions,Parks and Recreations,311 Research,,,,,"{""Type"":""Feedback"",""Address or intersection of the issue if needed"":""31st & van Brunt""}",03/23/2022 07:31:08 PM
783733,,resolved,09/20/2021 01:59:00 PM,06/28/2022 12:00:00 AM,281,Phone Answered,Administration or Questions,Neighborhood and Housing Services,311 Research,,,,,"{""Type"":""Question"",""Please provide the address or intersection if applicable to this report."":""2439 Brighton Ave""}",06/28/2022 03:58:16 PM
1176201,,resolved,08/25/2022 12:25:00 PM,09/22/2022 12:00:00 AM,27,Phone Answered,Administration or Questions,Submit a Claim to Law,311 Research,,,,,"{What is the claim for?"":""Vehicle damage""|""Where did the injury or damage occur (location and address or intersection)?"":""3217 E 21st St (Next to a blue house)""|""Is this for an individual or a business?"":""Individual""|""Contact name"":""Marqice Robinson""|""Contact mailing address and phone number"":""11826 Delmar Dr 64134 816.772.2017""|""When did the injury or damage occur?"":""08-25-2022""|""If claim is for vehicle damage| please list make| model| and year"":""2013 Traverse""|""If yes| what is the name of the department| division| or staff person?"":""""|""If yes| what is the report number?"":""""}""",05/05/2023 08:42:10 AM
1176161,,resolved,08/25/2022 09:01:00 AM,09/23/2022 12:00:00 AM,28,Phone Answered,Administration or Questions,Submit a Claim to Law,311 Research,,,,,"{What is the claim for?"":""Vehicle damage""|""Where did the injury or damage occur (location and address or intersection)?"":""in the area of \t11050 West Longview Pkwy""|""Is this for an individual or a business?"":""individual""|""Contact name"":""Jermaine Ray""|""Contact mailing address and phone number"":""8600 e 114th st     8162597176""|""When did the injury or damage occur?"":""08-23-2022""|""If claim is for vehicle damage| please list make| model| and year"":""2009 Chevy Tahoe""|""If yes| what is the name of the department| division| or staff person?"":""""|""If yes| what is the report number?"":""""}""",05/05/2023 08:42:10 AM
1459313,,resolved,04/06/2023 12:56:00 PM,04/13/2023 12:00:00 AM,7,Phone Answered,Administration or Questions,How's My Driving,311 Research,,,,,"{""In order to complete an investigation,  please provide license plate number"":""81084"",""Vehicle Description"":""Water dark blue van"",""Location"":""Blue Ridge Blvd , south of 63rd"",""Date and time of incident"":""04-07-2023 12:50 AM""}",04/13/2023 01:31:33 PM
1175728,,resolved,08/25/2022 10:19:00 AM,09/23/2022 12:00:00 AM,28,Phone Answered,Administration or Questions,Submit a Claim to Law,311 Research,,,,,"{What is the claim for?"":""Injury""|""Where did the injury or damage occur (location and address or intersection)?"":""6200 E Gregory Blvd""|""Is this for an individual or a business?"":""Individual""|""Contact name"":""Gregory Harvey""|""Contact mailing address and phone number"":""5115 Euclid Ave KCMO 64130   (816)-225-5792""|""When did the injury or damage occur?"":""08-21-2022""|""If claim is for vehicle damage| please list make| model| and year"":""Chevrolet Tahoe 2005""|""If yes| what is the name of the department| division| or staff person?"":""""|""If yes| what is the report number?"":""""}""",05/05/2023 08:42:10 AM
1175656,,resolved,08/25/2022 10:09:00 AM,10/13/2022 12:00:00 AM,48,WEB RAI,311 Request Update,,311 Research,,,,,"{What is your request number?"":""173813""|""If you do not have your request number| please provide us the location reported."":""""|""How would you like us to contact you?"":""Email""|""Please provide us the contact information for your preferred method."":""josephnewcomb27@gmail.com""}""",05/05/2023 08:42:10 AM
1175578,,resolved,08/25/2022 09:26:00 AM,08/25/2022 12:00:00 AM,-1,Phone Answered,Administration or Questions,Neighborhood Services,311 Research,,,,,"{Type"":""Question""|""Please provide the address or intersection if applicable to this report."":""4515 Hedges St""}""",05/05/2023 08:42:10 AM
